user_id,archetype,battery_capacity,initial_charge,charging_need,max_price,price_sensitivity,time_sensitivity,range_anxiety,preferred_times_count,preferred_duration,location_preference
0,Daily Commuter,40.60604195888869,8.286424320022826,75.73291824725275,0.27237298304799057,0.5165031551581045,0.6487201658125932,0.5196964843578036,5,11.74643392783694,urban_sparse
1,Daily Commuter,68.26983109844312,14.457411239665154,89.1699728581829,0.2711234435312908,0.6766827067945005,0.6022145335721598,0.6639128490349302,5,11.665699455355774,urban_dense
2,Daily Commuter,49.40358052888459,24.512807437503625,102.55795152686832,0.212470980819529,0.746954201450025,0.6027052047665208,0.34448744462175973,5,14.844366658072524,urban_dense
3,Daily Commuter,48.90499306511168,13.198407198727347,84.10272769057278,0.2513070795897483,0.6490366952043158,0.6808430834558575,0.594800273531162,5,10.610487090242216,urban_sparse
4,Daily Commuter,41.691151121590735,13.820417338682207,58.8057791908994,0.36288773054054657,0.678678429435327,0.6940783430975099,0.5063391391482779,5,8.666905852981364,urban_dense
5,Daily Commuter,66.57768604734227,20.40451842068828,64.3735075184857,0.2572897314171766,0.652589087847379,0.6934020914857698,0.37386035417962676,5,10.800157523686037,urban_dense
6,Daily Commuter,69.78192417687492,19.71307969994615,58.82813629320203,0.17867382928444553,0.7887050349813143,0.7521373083515414,0.3358756135990419,5,0.9948423190993231,urban_sparse
7,Daily Commuter,51.21098846198163,11.650329448057539,41.915071001843025,0.18470837427442874,0.7579092677777801,0.646808084097264,0.5702694386391862,5,5.161517297371244,urban_sparse
8,Daily Commuter,57.713479236911766,11.371087930317746,41.79006011550153,0.2336143326078766,0.5607053507547264,0.7867628760890241,0.6012810067037055,5,0.8203312826677354,urban_dense
9,Daily Commuter,42.4742386437244,7.6205047083755515,44.43546883731887,0.3023536141229284,0.7625282609082422,0.7669865344435163,0.403542123627476,5,1.0421987109182997,urban_sparse
10,Daily Commuter,62.98337875044155,8.83030728385602,80.55753015271405,0.25342717189233627,0.604693598436615,0.694539389269031,0.6860088907612291,5,10.594746847591505,urban_dense
11,Daily Commuter,59.6879374979408,21.884414209843477,50.60085617457204,0.2596112424701569,0.6767131099409226,0.7657265162051916,0.521839560885079,5,0.847021298177574,urban_dense
12,Daily Commuter,55.40567222509124,22.65285840219818,101.12834324015266,0.22927084460468447,0.5054454324462204,0.763116580880654,0.5171008753983606,5,1.7395097830234971,urban_dense
